Year,Date,Time,GameType,Team1,Team2,Network,Rating,Viewers,Notes
2019,9/7/2020,10:30,Regular Season,Stanford,USC,ESPN,1.2,1.86,
2019,9/7/2020,7:00,Regular Season,Brigham Young,Tennessee,ESPN,0.9,1.6,
2019,9/6/2020,9:00,Regular Season,Marshall,Boise State,ESPN2,0.9,1.38,
2019,9/7/2020,Noon,Regular Season,Syracuse,Maryland,ESPN,0.8,1.28,
2019,9/7/2020,4:00,Regular Season,Murray State,Georgia,ESPN2,0.52,0.942,
2019,9/7/2020,Noon,Regular Season,West Virginia,Missouri,ESPN2,0.5,0.782,
2019,9/7/2020,7:30,Regular Season,Tulane,Auburn,ESPN2,0.45,0.763,
2019,9/7/2020,Noon,Regular Season,Rutgers,Iowa,FS1,0.32,0.545,
2019,9/7/2020,10:30,Regular Season,California,Washington,FS1,0.2,0.323,
2019,9/7/2020,7:30,Regular Season,Tennessee-Martin,Florida,ESPNU,,0.364,
2019,9/7/2020,3:30,Regular Season,Southern Mississippi,Mississippi State,ESPNU,,0.231,
2019,9/7/2020,Noon,Regular Season,Old Dominion,Virginia Tech,ESPNU,,0.201,
2019,8/31/2020,7:30,Regular Season,Oregon,Auburn,ABC,4,6.86,
2019,9/2/2020,8:00,Regular Season,Notre Dame,Louisville,ESPN,3.3,5.6,
2019,9/1/2020,7:30,Regular Season,Houston,Oklahoma,ABC,3,5.44,
2019,8/31/2020,3:30,Regular Season,Duke,Alabama,ABC,2.8,4.64,
2019,8/31/2020,Noon,Regular Season,Florida Atlantic,Ohio State,FOX,1.6,2.62,
2019,8/31/2020,4:00,Regular Season,Northwestern,Stanford,FOX,1.3,2.02,
2019,8/31/2020,Noon,Regular Season,Ole Miss,Memphis,ABC,1.2,1.88,
2019,8/31/2020,7:30,Regular Season,Georgia,Vanderbilt,ESPN,1,1.82,
2019,8/30/2020,7:50,Regular Season,Wisconsin,South Florida,ESPN,1.05,1.8,
2019,8/31/2020,Noon,Regular Season,South Alabama,Nebraska,ESPN,1,1.78,
2019,8/31/2020,3:30,Regular Season,South Carolina,North Carolina,ESPN,1.05,1.78,
2019,8/29/2020,10:30,Regular Season,Utah,Brigham Young,ESPN,1,1.68,
2019,8/31/2020,11:00,Regular Season,Fresno State,USC,ESPN,1,1.65,
2019,8/29/2020,7:00,Regular Season,UCLA,Cincinnati,ESPN,1.05,1.63,
2019,8/30/2020,11:10,Regular Season,Colorado State,Colorado,ESPN,0.8,1.28,
2019,8/31/2020,Noon,Regular Season,Boise State,Florida State,ESPNEWS,,1.19,
2019,8/31/2020,7:30,Regular Season,Middle Tennessee,Michigan,BTN,,1.1,
2019,8/30/2020,7:00,Regular Season,Tulsa,Michigan State,FS1,0.6,0.939,
2019,8/30/2020,10:30,Regular Season,Oklahoma State,Oregon State,FS1,0.49,0.789,
2019,8/31/2020,7:45,Regular Season,Miami (OH),Iowa,FS1,0.34,0.707,
2019,8/31/2020,3:30,Regular Season,Georgia State,Tennessee,ESPNU,,0.702,
2019,8/31/2020,3:30,Regular Season,Idaho,Penn State,BTN,,0.588,
2019,8/31/2020,Noon,Regular Season,Northern Iowa,Iowa State,FS1,0.31,0.493,
2019,8/29/2020,9:00,Regular Season,South Dakota State,Minnesota,FS1,0.24,0.392,
2019,8/31/2020,Noon,Regular Season,Mississippi State,Louisiana,ESPNU,,0.37,
2019,8/24/2020,7:00,Regular Season,Miami (FL),Florida,ESPN,3.4,5.97,
2018,1/7/2020,8:00,Bowl Game,Clemson,Alabama,ESPN Megacast,13.8,25.28,CFPNC
2018,12/29/2020,8:00,Bowl Game,Alabama,Oklahoma,ESPN/ESPN2,9.9,19.069,Orange
2018,12/29/2020,4:00,Bowl Game,Clemson,Notre Dame,ESPN/ESPN2,9.4,16.809,Cotton
2018,1/1/2020,5:00,Bowl Game,Ohio State,Washington,ESPN/ESPN2,8.9,16.781,Rose
2018,1/1/2020,8:30,Bowl Game,Texas,Georgia,ESPN/ESPN2,7.3,13.298,Sugar
2018,1/1/2020,1:00,Bowl Game,LSU,UCF,ESPN,4.7,8.471,Fiesta
2018,12/29/2020,Noon,Bowl Game,Florida,Michigan,ESPN,5,8.366,Peach
2018,1/1/2020,1:00,Bowl Game,Kentucky,Penn State,ABC,4.4,7.709,Citrus
2018,12/28/2020,9:00,Bowl Game,Washington State,Iowa State,ESPN,3.2,5.547,Alamo
2018,12/31/2020,8:00,Bowl Game,Texas A&M,NC State,ESPN,2.7,5.142,Gator
2018,12/28/2020,5:15,Bowl Game,West Virginia,Syracuse,ESPN,2.8,4.828,Orlando
2018,12/31/2020,3:45,Bowl Game,Oklahoma State,Missouri,ESPN,2.3,3.83,Liberty
2018,12/27/2020,5:15,Bowl Game,Wisconsin,Miami (FL),ESPN,2.3,3.79,Pinstripe
2018,12/31/2020,3:00,Bowl Game,Oregon,Michigan State,FOX,2.3,3.785,San Francisco
2018,12/27/2020,9:00,Bowl Game,Baylor,Vanderbilt,ESPN,2,3.343,Texas
2018,12/15/2020,3:30,Bowl Game,Fresno State,Arizona State,ABC,2.25,3.334,Las Vegas
2018,1/1/2020,Noon,Bowl Game,Iowa,Mississippi State,ESPN2,1.8,3.256,Outback
2018,12/26/2020,9:00,Bowl Game,TCU,California,ESPN,1.6,2.7,Cactus
2018,12/26/2020,5:15,Bowl Game,Minnesota,Georgia Tech,ESPN,1.6,2.686,Detroit
2018,12/31/2020,Noon,Bowl Game,Cincinnati,Virginia Tech,ESPN,1.7,2.663,Military
2018,12/31/2020,2:00,Bowl Game,Stanford,Pittsburgh,CBS,1.8,2.617,Sun
2018,12/22/2020,3:30,Bowl Game,Army,Houston,ESPN,1.6,2.577,Armed Forces
2018,12/28/2020,1:30,Bowl Game,Purdue,Auburn,ESPN,1.6,2.573,Music City
2018,12/29/2020,Noon,Bowl Game,South Carolina,Virginia,ABC,1.65,2.55,Belk
2018,12/22/2020,Noon,Bowl Game,Wake Forest,Memphis,ESPN,1.6,2.533,Birmingham
2018,12/15/2020,Noon,Bowl Game,NC A&T,Alcorn State,ABC,1.6,2.345,Celebration
2018,12/27/2020,1:30,Bowl Game,Duke,Temple,ESPN,1.2,1.801,Independence
2018,12/31/2020,7:00,Bowl Game,Northwestern,Utah,FS1,0.9,1.787,Holiday
2018,12/20/2020,8:00,Bowl Game,Marshall,South Florida,ESPN,1.1,1.75,Gasparilla
2018,12/22/2020,7:00,Bowl Game,Troy,Buffalo,ESPN,1,1.698,Mobile
2018,12/19/2020,8:00,Bowl Game,Ohio,San Diego State,ESPN,0.9,1.447,Frisco
2018,12/26/2020,1:30,Bowl Game,Boston College,Boise State,ESPN,0.9,1.445,Dallas
2018,12/21/2020,4:00,Bowl Game,Brigham Young,Western Michigan,ESPN,0.9,1.372,Idaho
2018,12/15/2020,9:00,Bowl Game,Middle Tennessee,Appalachian State,ESPN,0.8,1.371,New Orleans
2018,12/18/2020,8:00,Bowl Game,UAB,Northern Illinois,ESPN,0.8,1.346,Boca Raton
2018,12/22/2020,10:30,Bowl Game,Louisiana Tech,Hawaii,ESPN,0.75,1.159,Hawaii
2018,1/5/2020,Noon,Bowl Game,North Dakota State,Eastern Washington,ESPN2,0.6,1.004,FCS Champ.
2018,12/15/2020,5:30,Bowl Game,Georgia Southern,Eastern Michigan,ESPN,0.6,0.986,Camellia
2018,12/15/2020,2:00,Bowl Game,Utah State,North Texas,ESPN,0.7,0.968,New Mexico
2018,12/21/2020,12:30,Bowl Game,FIU,Toledo,ESPN,0.56,0.838,Bahamas
2018,12/14/2020,8:00,Bowl Game,South Dakota State,North Dakota State,ESPN2,0.51,0.846,FCS Semis
2018,12/15/2020,2:00,Bowl Game,Maine,Wastern Washington,ESPN2,0.28,0.448,FCS Semis
2018,12/1/2020,3:00,Regular Season,Army,Navy,CBS,5,8.05,"IND, AAC"
2018,12/1/2020,4:00,Regular Season,Alabama,Georgia,CBS,10.1,17.499,SEC Champ.
2018,12/1/2020,Noon,Regular Season,Oklahoma,Texas,ABC,6.2,10.155,B12 Champ.
2018,12/1/2020,8:15,Regular Season,Ohio State,Northwestern,FOX,5,8.659,B1G Champ.
2018,12/1/2020,8:00,Regular Season,Clemson,Pittsburgh,ABC,2.5,4.236,ACC Champ.
2018,11/30/2020,8:20,Regular Season,Washington,Utah,FOX,2.6,4.059,P12 Champ.
2018,12/1/2020,3:50,Regular Season,UCF,Memphis,ABC,2.1,3.321,AAC Champ.
2018,12/1/2020,7:50,Regular Season,Fresno State,Boise State,ESPN,0.6,1.036,MWC Champ.
2018,12/1/2020,Noon,Regular Season,Louisville,Appalachian State,ESPN,0.6,0.898,SUN Champ.
2018,11/30/2020,7:00,Regular Season,Northern Illinois,Buffalo,ESPN2,0.38,0.587,MAC Champ.
2018,11/24/2020,Noon,Regular Season,Michigan,Ohio State,FOX,7.5,13.2,B1G
2018,11/24/2020,3:30,Regular Season,Auburn,Alabama,CBS,5.1,9.132,SEC
2018,11/24/2020,8:00,Regular Season,Notre Dame,USC,ABC,4.4,7.736,"IND, P12"
2018,11/23/2020,8:00,Regular Season,Oklahoma,West Virginia,ESPN,3,5.63,B12
2018,11/23/2020,8:00,Regular Season,Washington,Washington State,FOX,2.3,4.082,P12
2018,11/23/2020,Noon,Regular Season,Nebraska,Iowa,FOX,2.1,3.664,B1G
2018,11/23/2020,3:30,Regular Season,Virginia,Virginia Tech,ABC,,3.553,ACC
2018,11/24/2020,7:00,Regular Season,South Carolina,Clemson,ESPN,1.8,3.261,"SEC, ACC"
2018,11/24/2020,4:00,Regular Season,Rutgers,Michigan State,FOX,1.8,3.038,B1G
2018,11/24/2020,Noon,Regular Season,Florida,Florida State,ABC,1.5,2.38,"SEC, ACC"
2018,11/24/2020,3:30,Regular Season,Maryland,Penn State,ABC,1.3,2.176,B1G
2018,11/23/2020,2:30,Regular Season,Arkansas,Missouri,CBS,,1.919,SEC
2018,11/23/2020,4:15,Regular Season,UCF,South Florida,ESPN,,1.741,AAC
2018,11/24/2020,8:00,Regular Season,Oklahoma State,TCU,FOX,1,1.615,B12
2018,11/23/2020,Noon,Regular Season,Texas,Kansas,FS1,,1.185,B12
2018,11/22/2020,7:20,Regular Season,Mississippi State,Ole Miss,ESPN,0.57,1.108,SEC
2018,11/24/2020,10:45,Regular Season,Utah State,Boise State,ESPN,0.65,1.078,MWC
2018,11/24/2020,3:30,Regular Season,Minnesota,Wisconsin,ESPN2,0.65,1.031,B1G
2018,11/23/2020,4:00,Regular Season,Oregon,Oregon State,FS1,,0.945,P12
2018,11/24/2020,3:30,Regular Season,Pittsburgh,Miami (FL),ESPN,0.5,0.919,ACC
2018,11/24/2020,7:00,Regular Season,Kentucky,Louisville,ESPN2,0.45,0.844,"SEC, ACC"
2018,11/24/2020,7:30,Regular Season,Kansas State,Iowa State,FS1,0.49,0.821,B12
2018,11/24/2020,3:30,Regular Season,Arizona State,Arizona,FS1,0.41,0.798,P12
2018,11/24/2020,Noon,Regular Season,Syracuse,Boston College,ESPN,0.46,0.765,ACC
2018,11/24/2020,10:30,Regular Season,Brigham Young,Utah,FS1,0.32,0.626,"IND, P12"
2018,11/24/2020,Noon,Regular Season,Purdue,Indiana,ESPN2,0.25,0.368,B1G
2018,11/24/2020,Noon,Regular Season,Baylor,Texas Tech,FS1,0.21,0.333,B12
2018,11/17/2020,Noon,Regular Season,Ohio State,Maryland,ABC,3.5,5.588,B1G
2018,11/17/2020,4:00,Regular Season,West Virginia,Oklahoma State,ABC,2.4,3.9,B12
2018,11/17/2020,8:00,Regular Season,Cincinnati,UCF,ABC,1.9,3.098,AAC
2018,11/17/2020,2:30,Regular Season,Syracuse,Notre Dame,NBC,1.8,2.873,"ACC, IND"
2018,11/17/2020,7:30,Regular Season,Kansas,Oklahoma,FOX,1.8,2.762,B12
2018,11/17/2020,Noon,Regular Season,Michigan State,Nebraska,FOX,1.6,2.515,B1G
2018,11/17/2020,7:00,Regular Season,Duke,Clemson,ESPN,1.4,2.452,ACC
2018,11/17/2020,4:00,Regular Season,Indiana,Michigan,FS1,1.4,2.273,B1G
2018,11/17/2020,3:30,Regular Season,Missouri,Tennessee,CBS,1.3,2.025,SEC
2018,11/17/2020,3:45,Regular Season,USC,UCLA,FOX,1.3,1.983,P12
2018,11/17/2020,10:30,Regular Season,Arizona,Washington State,ESPN,1,1.568,P12
2018,11/17/2020,Noon,Regular Season,Auburn,Mississippi State,ESPN,0.7,1.036,SEC
2018,11/17/2020,3:30,Regular Season,Miami (FL),Virginia Tech,ESPN,0.47,0.733,ACC
2018,11/17/2020,7:15,Regular Season,UAB,Texas A&M,ESPN2,0.42,0.722,"CUSA, SEC"
2018,11/17/2020,3:45,Regular Season,Boston College,Florida State,ESPN2,0.44,0.716,ACC
2018,11/16/2020,9:00,Regular Season,Memphis,SMU,ESPN2,0.37,0.623,AAC
2018,11/17/2020,7:30,Regular Season,Rice,LSU,ESPNU,,0.445,"CUSA, SEC"
2018,11/14/2020,7:00,Regular Season,Buffalo,Ohio,ESPN2,,0.406,MAC
2018,11/17/2020,Noon,Regular Season,TCU,Baylor,FS1,0.23,0.405,B12
2018,11/15/2020,8:00,Regular Season,Tulane,Houston,ESPN,,0.378,AAC
2018,11/13/2020,6:00,Regular Season,Western Michigan,Ball State,ESPN2,,0.356,MAC
2018,11/17/2020,10:20,Regular Season,New Mexico State,Brigham Young,ESPN2,,0.295,IND
2018,11/17/2020,Noon,Regular Season,Idaho,Florida,ESPNU,,0.282,"FCS, SEC"
2018,11/17/2020,Noon,Regular Season,Yale,Harvard,ESPN2,,0.272,FCS
2018,11/10/2020,3:30,Regular Season,Mississippi State,Alabama,CBS,3.3,5.419,SEC
2018,11/10/2020,Noon,Regular Season,Ohio State,Michigan State,FOX,3.3,5.191,B1G
2018,11/10/2020,7:00,Regular Season,Auburn,Georgia,ESPN,2.2,3.987,SEC
2018,11/10/2020,3:30,Regular Season,Oklahoma State,Oklahoma,ABC,2.4,3.917,B12
2018,11/10/2020,8:00,Regular Season,Clemson,Boston College,ABC,2.4,3.885,ACC
2018,11/10/2020,7:30,Regular Season,Florida State,Notre Dame,NBC,1.9,3.173,"ACC, IND"
2018,11/10/2020,7:30,Regular Season,Texas,Texas Tech,FOX,1.6,2.679,B12
2018,11/10/2020,3:30,Regular Season,Northwestern,Iowa,FOX,1.6,2.636,B1G
2018,11/10/2020,Noon,Regular Season,Wisconsin,Penn State,ABC,1.5,2.27,B1G
2018,11/10/2020,Noon,Regular Season,Ole Miss,Texas A&M,CBS,1.4,2.138,SEC
2018,11/10/2020,Noon,Regular Season,South Carolina,Florida,ESPN,1.3,2.068,SEC
2018,11/10/2020,10:30,Regular Season,California,USC,ESPN,1,1.587,P12
2018,11/10/2020,3:30,Regular Season,Washington State,Colorado,ESPN,0.8,1.299,P12
2018,11/9/2020,7:00,Regular Season,Louisville,Syracuse,ESPN2,0.65,1.062,ACC
2018,11/9/2020,10:20,Regular Season,Fresno State,Boise State,ESPN2,0.51,0.819,MWC
2018,11/8/2020,7:30,Regular Season,Wake Forest,NC State,ESPN,0.5,0.744,ACC
2018,11/10/2020,Noon,Regular Season,TCU,West Virginia,FS1,0.39,0.728,B12
2018,11/10/2020,7:00,Regular Season,Miami (FL),Georgia Tech,ESPN2,0.29,0.551,ACC
2018,11/10/2020,3:30,Regular Season,Purdue,Minnesota,ESPN2,0.3,0.534,B1G
2018,11/7/2020,8:00,Regular Season,Toledo,Northern Illinois,ESPN2,0.28,0.5,MAC
2018,11/10/2020,10:30,Regular Season,UNLV,San Diego State,ESPN2,,0.415,MWC
2018,11/10/2020,Noon,Regular Season,Navy,UCF,ESPN2,0.21,0.385,AAC
2018,11/10/2020,3:30,Regular Season,Baylor,Iowa State,FS1,0.24,0.363,B12
2018,11/10/2020,3:30,Regular Season,Virginia Tech,Pittsburgh,ESPNU,,0.344,ACC
2018,11/7/2020,7:00,Regular Season,Ohio,Miami (OH),ESPNU,,0.213,MAC
2018,11/3/2020,8:00,Regular Season,Alabama,LSU,CBS,6.6,11.543,SEC
2018,11/3/2020,Noon,Regular Season,Nebraska,Ohio State,FOX,3.1,5.006,B1G
2018,11/3/2020,3:30,Regular Season,West Virginia,Texas,FOX,2.7,4.431,B12
2018,11/3/2020,3:30,Regular Season,Georgia,Kentucky,CBS,2.6,4.392,SEC
2018,11/3/2020,3:45,Regular Season,Penn State,Michigan,ESPN,2.5,4.252,B1G
2018,11/3/2020,7:15,Regular Season,Notre Dame,Northwestern,ESPN,1.9,3.293,"IND, B1G"
2018,11/3/2020,8:00,Regular Season,Oklahoma,Texas Tech,ABC,1.9,3.135,B12
2018,11/3/2020,Noon,Regular Season,Texas A&M,Auburn,ESPN,1.6,2.622,SEC
2018,11/3/2020,7:45,Regular Season,UCLA,Oregon,FOX,1.2,1.947,P12
2018,11/3/2020,Noon,Regular Season,Louisville,Clemson,ABC,1.1,1.55,ACC
2018,11/3/2020,10:45,Regular Season,California,Washington State,ESPN,0.9,1.495,P12
2018,11/2/2020,7:30,Regular Season,Pittsburgh,Virginia,ESPN2,0.9,1.359,AAC
2018,11/3/2020,3:30,Regular Season,Florida State,NC State,ABC,0.9,1.347,ACC
2018,11/1/2020,7:30,Regular Season,Temple,UCF,ESPN,0.8,1.191,AAC
2018,11/3/2020,3:30,Regular Season,Iowa,Purdue,ESPN2,0.6,1.092,B1G
2018,11/3/2020,Noon,Regular Season,Michigan State,Maryland,ESPN2,0.5,0.762,B1G
2018,11/3/2020,7:00,Regular Season,Duke,Miami (FL),ESPN2,0.36,0.62,ACC
2018,11/3/2020,Noon,Regular Season,Oklahoma State,Baylor,FS1,0.31,0.487,B12
2018,10/30/2020,8:00,Regular Season,Miami (OH),Buffalo,ESPN2,0.34,0.482,MAC
2018,11/3/2020,3:30,Regular Season,Kansas State,TCU,FS1,0.24,0.477,B12
2018,11/2/2020,10:30,Regular Season,Colorado,Arizona,FS1,,0.474,P12
2018,11/3/2020,10:30,Regular Season,Brigham Young,Boise State,ESPN2,0.28,0.47,"IND, MWC"
2018,11/3/2020,10:00,Regular Season,USC,Oregon State,FS1,0.26,0.418,P12
2018,10/27/2020,3:30,Regular Season,Georgia,Florida,CBS,3.9,6.347,SEC
2018,10/27/2020,8:00,Regular Season,Texas,Oklahoma State,ABC,2.1,3.486,B12
2018,10/27/2020,3:30,Regular Season,Iowa,Penn State,ESPN,2,3.267,B1G
2018,10/27/2020,Noon,Regular Season,Clemson,Florida State,ABC,2,3.163,ACC
2018,10/27/2020,8:00,Regular Season,Notre Dame,Navy,CBS,1.5,2.447,"IND, AAC"
2018,10/27/2020,Noon,Regular Season,Purdue,Michigan State,ESPN,1.5,2.378,B1G
2018,10/27/2020,Noon,Regular Season,Wisconsin,Northwestern,FOX,1.5,2.241,B1G
2018,10/27/2020,7:15,Regular Season,Texas A&M,Mississippi State,ESPN,1.3,2.178,SEC
2018,10/27/2020,3:30,Regular Season,South Florida,Houston,ABC,1.4,2.035,AAC
2018,10/27/2020,3:30,Regular Season,Arizona State,USC,ABC,1.4,2.035,P12
2018,10/27/2020,3:30,Regular Season,Kansas State,Oklahoma,FOX,1.3,1.989,B12
2018,10/26/2020,7:00,Regular Season,Miami (FL),Boston College,ESPN,0.8,1.36,ACC
2018,10/27/2020,10:30,Regular Season,Oregon,Arizona,ESPN,0.7,1.186,P12
2018,10/25/2020,7:30,Regular Season,Georgia Tech,Virginia Tech,ESPN,0.6,0.968,ACC
2018,10/27/2020,Noon,Regular Season,Texas Tech,Iowa State,ESPN2,0.55,0.885,B12
2018,10/26/2020,10:30,Regular Season,Utah,UCLA,ESPN,0.47,0.701,P12
2018,10/27/2020,7:00,Regular Season,NC State,Syracuse,ESPN2,0.39,0.68,ACC
2018,10/25/2020,7:00,Regular Season,Baylor,West Virginia,FS1,0.35,0.577,B12
2018,10/27/2020,6:30,Regular Season,Washington,California,FS1,0.35,0.563,P12
2018,10/26/2020,8:00,Regular Season,Indiana,Minnesota,FS1,,0.335,B1G
2018,10/27/2020,3:00,Regular Season,TCU,Kansas,FS1,0.19,0.325,B12
2018,10/27/2020,11:00,Regular Season,Hawaii,Fresno State,ESPN2,,0.197,MWC
2018,10/25/2020,7:30,Regular Season,Appalachian State,Georgia Southern,ESPNU,,0.105,SUN
2018,10/20/2020,7:30,Regular Season,Ohio State,Purdue,ABC,3.8,6.292,B1G
2018,10/20/2020,Noon,Regular Season,Michigan,Michigan State,FOX,3.4,5.416,B1G
2018,10/20/2020,3:30,Regular Season,Alabama,Tennessee,CBS,2.6,4.305,SEC
2018,10/20/2020,5:00,Regular Season,Colorado,Washington,FOX,2,3.173,P12
2018,10/20/2020,3:30,Regular Season,Penn State,Indiana,ABC,2,3.133,B1G
2018,10/20/2020,7:00,Regular Season,Mississippi State,LSU,ESPN,1.9,3.106,SEC
2018,10/20/2020,7:30,Regular Season,Oregon,Washington State,FOX,1.6,2.591,P12
2018,10/20/2020,Noon,Regular Season,Oklahoma,TCU,ABC,1.7,2.488,B12
2018,10/20/2020,Noon,Regular Season,Auburn,Ole Miss,ESPN,1.3,2.211,SEC
2018,10/20/2020,3:30,Regular Season,NC State,Clemson,ESPN,1.1,1.806,ACC
2018,10/18/2020,9:00,Regular Season,Stanford,Arizona State,ESPN,0.52,0.808,P12
2018,10/20/2020,Noon,Regular Season,Illinois,Wisconsin,FS1,0.47,0.783,B1G
2018,10/20/2020,Noon,Regular Season,Maryland,Iowa,ESPN2,0.43,0.701,B1G
2018,10/20/2020,10:30,Regular Season,Arizona,UCLA,ESPN2,0.39,0.614,P12
2018,10/20/2020,3:30,Regular Season,Wake Forest,Florida State,ESPN2,0.34,0.576,ACC
2018,10/20/2020,7:00,Regular Season,UCF,East Carolina,ESPN2,0.27,0.486,AAC
2018,10/20/2020,3:30,Regular Season,Kansas,Texas Tech,FS1,0.3,0.472,B12
2018,10/19/2020,9:00,Regular Season,Colorado State,Boise State,ESPN2,,0.42,MWC
2018,10/13/2020,7:30,Regular Season,Wisconsin,Michigan,ABC,3.5,6.038,B1G
2018,10/13/2020,3:30,Regular Season,Georgia,LSU,CBS,3.3,5.539,SEC
2018,10/13/2020,7:00,Regular Season,Missouri,Alabama,ESPN,2.05,3.758,SEC
2018,10/13/2020,3:30,Regular Season,Washington,Oregon,ABC,1.9,2.99,P12
2018,10/13/2020,3:30,Regular Season,UCF,Memphis,ABC,1.9,2.99,AAC
2018,10/13/2020,2:30,Regular Season,Pittsburgh,Notre Dame,NBC,1.8,2.821,"ACC, IND"
2018,10/13/2020,Noon,Regular Season,Florida,Vanderbilt,ESPN,1.5,2.497,SEC
2018,10/13/2020,Noon,Regular Season,Nebraska,Northwestern,ABC,1.7,2.428,B1G
2018,10/13/2020,Noon,Regular Season,Minnesota,Ohio State,FS1,1.5,2.405,BIG
2018,10/13/2020,3:30,Regular Season,Baylor,Texas,ESPN,1,1.783,B12
2018,10/13/2020,7:00,Regular Season,West Virginia,Iowa State,FS1,0.75,1.323,B12
2018,10/11/2020,7:30,Regular Season,Texas Tech,TCU,ESPN,0.8,1.233,B12
2018,10/13/2020,10:30,Regular Season,Colorado,USC,FS1,0.7,1.184,P12
2018,10/12/2020,7:00,Regular Season,South Florida,Tulsa,ESPN,0.7,1.17,AAC
2018,10/12/2020,10:30,Regular Season,Arizona,Utah,ESPN,0.6,1.011,P12
2018,10/13/2020,7:00,Regular Season,Miami (FL),Virginia,ESPN2,0.53,0.87,ACC
2018,10/13/2020,Noon,Regular Season,Iowa,Indiana,ESPN2,0.45,0.74,B1G
2018,10/13/2020,10:30,Regular Season,Hawaii,Brigham Young,ESPN2,0.38,0.646,"MWC, IND"
2018,10/13/2020,3:30,Regular Season,Purdue,Illinois,FS1,0.33,0.501,B1G
2018,10/13/2020,Noon,Regular Season,Oklahoma State,Kansas State,ESPNU,,0.422,B12
2018,10/13/2020,7:00,Regular Season,Virginia Tech,North Carolina,ESPNU,,0.389,ACC
2018,10/13/2020,10:30,Regular Season,Wyoming,Fresno State,ESPNU,,0.128,MWC
2018,10/6/2020,Noon,Regular Season,Texas,Oklahoma,FOX,3.5,5.608,B12
2018,10/6/2020,3:30,Regular Season,LSU,Florida,CBS,2.9,4.703,SEC
2018,10/6/2020,8:00,Regular Season,Notre Dame,Virginia Tech,ABC,2.7,4.473,"IND, ACC"
2018,10/6/2020,4:00,Regular Season,Indiana,Ohio State,FOX,2.45,3.988,B1G
2018,10/6/2020,4:30,Regular Season,Florida State,Miami (FL),ABC,1.8,2.81,ACC
2018,10/6/2020,7:00,Regular Season,Kentucky,Texas A&M,ESPN,1.4,2.547,SEC
2018,10/6/2020,Noon,Regular Season,Alabama,Arkansas,ESPN,1.5,2.495,SEC
2018,10/6/2020,Noon,Regular Season,Maryland,Michigan,ABC,1.5,2.329,B1G
2018,10/6/2020,8:00,Regular Season,Washington,UCLA,FOX,1.3,2.027,P12
2018,10/6/2020,7:30,Regular Season,Auburn,Mississippi State,ESPN2,0.8,1.528,SEC
2018,10/6/2020,10:30,Regular Season,Utah,Stanford,ESPN,0.9,1.415,P12
2018,10/5/2020,7:00,Regular Season,Georgia Tech,Louisville,ESPN,0.6,0.996,ACC
2018,10/6/2020,3:30,Regular Season,Clemson,Wake Forest,ESPN,0.6,0.966,ACC
2018,10/6/2020,Noon,Regular Season,Kansas,West Virginia,ESPN2,0.45,0.731,B12
2018,10/6/2020,3:30,Regular Season,Iowa State,Oklahoma State,ESPN2,0.44,0.726,B12
2018,10/6/2020,Noon,Regular Season,Northwestern,Michigan State,FS1,0.4,0.62,B1G
2018,10/5/2020,9:00,Regular Season,Utah State,Brigham Young,ESPN2,0.36,0.617,"MWC, IND"
2018,10/4/2020,8:00,Regular Season,Tulsa,Houston,ESPN,0.38,0.562,AAC
2018,10/6/2020,10:00,Regular Season,California,Arizona,FS1,0.22,0.406,P12
2018,10/6/2020,3:30,Regular Season,Kansas State,Baylor,FS1,0.2,0.317,B12
2018,10/6/2020,3:30,Regular Season,San Diego State,Boise State,ESPNU,,0.269,MWC
2018,9/29/2020,8:00,Regular Season,Ohio State,Penn State,ABC,5.3,9.141,B1G
2018,9/29/2020,Noon,Regular Season,Syracuse,Clemson,ABC,3,4.475,ACC
2018,9/29/2020,3:30,Regular Season,Tennessee,Georgia,CBS,2.3,3.64,SEC
2018,9/29/2020,4:45,Regular Season,Michigan,Northwestern,FOX,2.3,3.618,B1G
2018,9/29/2020,7:30,Regular Season,Stanford,Notre Dame,NBC,2.1,3.443,"P12, IND"
2018,9/29/2020,3:30,Regular Season,Baylor,Oklahoma,ABC,1.8,2.767,B12
2018,9/29/2020,9:00,Regular Season,Ole Miss,LSU,ESPN,1.1,2.023,SEC
2018,9/29/2020,6:00,Regular Season,Florida,Mississippi State,ESPN,1.1,1.903,SEC
2018,9/29/2020,Noon,Regular Season,Arkansas,Texas A&M,ESPN,1,1.596,SEC
2018,9/29/2020,8:30,Regular Season,Brigham Young,Washington,FOX,0.8,1.286,"IND, P12"
2018,9/29/2020,Noon,Regular Season,West Virginia,Texas Tech,ESPN2,0.7,1.147,B12
2018,9/29/2020,3:30,Regular Season,Florida State,Louisville,ESPN2,0.7,1.057,ACC
2018,9/27/2020,8:00,Regular Season,North Carolina,Miami (FL),ESPN,0.6,1.007,ACC
2018,9/29/2020,3:30,Regular Season,Texas,Kansas State,FS1,0.6,0.974,B12
2018,9/28/2020,9:00,Regular Season,UCLA,Colorado,FS1,0.52,0.84,P12
2018,9/29/2020,10:30,Regular Season,USC,Arizona,ESPN2,0.46,0.756,P12
2018,9/29/2020,10:30,Regular Season,Oregon,California,FS1,0.44,0.75,P12
2018,9/28/2020,8:00,Regular Season,Memphis,Tulane,ESPN2,0.48,0.738,AAC
2018,9/29/2020,7:00,Regular Season,Virginia Tech,Duke,ESPN2,0.41,0.723,ACC
